No,Number Per One Dimension,Gender,Size,Horizational Distance (CM),Vertical distance between shoulderes and table surface ,Vertical distance between eye level and table surface,Vertical distance between Head posture device and table surface,Width of shoulders ,Horizontal distance between eyes and head posture device ,Shoulder Posture ,Head Posture,Sensor 1,Sensor 2 ,Sensor 3,Sensor 4
1361,41,Female,M,70,34,46,48,42,68,Normal Shoulder,Neutral Position(Best Position),816,1057,795,650
1362,42,Female,M,70,34,46,48,42,68,Normal Shoulder,Neutral Position(Best Position),814,1005,785,652
1363,43,Female,M,70,34,46,48,42,68,Normal Shoulder,Neutral Position(Best Position),825,975,792,652
1364,44,Female,M,70,34,46,48,42,68,Normal Shoulder,Neutral Position(Best Position),825,1002,785,636
1365,45,Female,M,70,34,46,48,42,68,Normal Shoulder,Neutral Position(Best Position),812,1070,789,655
1366,46,Female,M,70,34,46,48,42,68,Normal Shoulder,Neutral Position(Best Position),812,1018,791,656
1367,47,Female,M,70,34,46,48,42,68,Normal Shoulder,Neutral Position(Best Position),820,1090,804,662
1368,48,Female,M,70,34,46,48,42,68,Normal Shoulder,Neutral Position(Best Position),813,1071,790,646
1369,49,Female,M,70,34,46,48,42,68,Normal Shoulder,Neutral Position(Best Position),817,1079,803,637
1370,50,Female,M,70,34,46,48,42,68,Normal Shoulder,Neutral Position(Best Position),803,1053,796,651
1371,51,Female,M,70,34,46,48,42,68,Normal Shoulder,Neutral Position(Best Position),817,1067,797,652
1372,52,Female,M,70,34,46,48,42,68,Normal Shoulder,Neutral Position(Best Position),820,1053,789,654
1373,53,Female,M,70,34,46,48,42,68,Normal Shoulder,Neutral Position(Best Position),824,1114,767,652
1374,54,Female,M,70,34,46,48,42,68,Normal Shoulder,Neutral Position(Best Position),822,1043,786,650
1375,55,Female,M,70,34,46,48,42,68,Normal Shoulder,Neutral Position(Best Position),814,1032,793,650
1376,56,Female,M,70,34,46,48,42,68,Normal Shoulder,Neutral Position(Best Position),811,1065,791,656
1377,57,Female,M,70,34,46,48,42,68,Normal Shoulder,Neutral Position(Best Position),827,1042,788,654
1378,58,Female,M,70,34,46,48,42,68,Normal Shoulder,Neutral Position(Best Position),810,1084,791,646
1379,59,Female,M,70,34,46,48,42,68,Normal Shoulder,Neutral Position(Best Position),816,1033,786,644
1380,60,Female,M,70,34,46,48,42,68,Normal Shoulder,Neutral Position(Best Position),820,1032,806,656
1381,1,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,804,1129,777,652
1382,2,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,796,1141,795,653
1383,3,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,801,1103,787,657
1384,4,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,802,1126,788,660
1385,5,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,798,1115,778,655
1386,6,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,796,1090,786,653
1387,7,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,812,1148,791,652
1388,8,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,801,1119,796,655
1389,9,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,810,1115,776,652
1390,10,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,811,1118,782,650
1391,11,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,810,1133,796,643
1392,12,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,797,1133,780,656
1393,13,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,805,1129,777,647
1394,14,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,817,1157,791,655
1395,15,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,810,1120,785,646
1396,16,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,808,8190,793,652
1397,17,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,810,1122,788,656
1398,18,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,800,1125,783,658
1399,19,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,800,1150,781,662
1400,20,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,805,1138,787,649
1401,21,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,810,1079,791,654
1402,22,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,813,1119,789,650
1403,23,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,819,1116,782,653
1404,24,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,808,1125,784,654
1405,25,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,815,1124,800,660
1406,26,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,815,1111,790,647
1407,27,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,805,1124,788,656
1408,28,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,804,1114,788,658
1409,29,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,812,1148,793,652
1410,30,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,820,1122,790,664
1411,31,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,802,1142,797,653
1412,32,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,807,1117,786,652
1413,33,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,814,1117,780,644
1414,34,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,819,1100,789,664
1415,35,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,809,1089,793,654
1416,36,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,814,1084,790,658
1417,37,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,820,1106,788,654
1418,38,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,818,1117,781,655
1419,39,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,816,1108,797,647
1420,40,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,808,1123,772,649
1421,41,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,799,1107,784,658
1422,42,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,823,1120,792,650
1423,43,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,811,1133,789,668
1424,44,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,813,1110,786,652
1425,45,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,814,1116,794,656
1426,46,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,817,1083,776,676
1427,47,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,814,1134,784,659
1428,48,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,810,1135,792,654
1429,49,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,803,1103,784,669
1430,50,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,806,1102,804,656
1431,51,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,799,1120,787,673
1432,52,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,820,8190,791,658
1433,53,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,817,1097,795,652
1434,54,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,808,1091,795,658
1435,55,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,813,1094,786,653
1436,56,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,816,1088,797,660
1437,57,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,817,1107,791,654
1438,58,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,822,1103,789,659
1439,59,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,814,1106,797,652
1440,60,Female,M,70,34,46,48,42,68,Normal Shoulder,Neck Extension,824,1100,786,652
1441,1,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),920,815,824,724
1442,2,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),921,805,828,722
1443,3,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),920,800,848,716
1444,4,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),919,822,835,716
1445,5,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),919,823,815,720
1446,6,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),910,8190,828,717
1447,7,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),939,799,820,704
1448,8,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),914,828,821,714
1449,9,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),911,805,833,712
1450,10,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),930,809,826,716
1451,11,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),928,808,827,720
1452,12,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),911,806,829,708
1453,13,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),932,805,819,705
1454,14,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),933,815,836,713
1455,15,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),928,792,828,716
1456,16,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),927,809,827,717
1457,17,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),929,805,838,715
1458,18,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),942,799,829,716
1459,19,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),925,751,820,721
1460,20,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),918,808,820,719
1461,21,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),929,812,824,722
1462,22,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),935,786,829,715
1463,23,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),926,812,826,718
1464,24,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),925,817,825,726
1465,25,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),916,8190,821,707
1466,26,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),943,810,825,725
1467,27,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),920,780,833,714
1468,28,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),938,791,837,719
1469,29,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),921,800,838,711
1470,30,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),948,818,843,710
1471,31,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),930,825,830,709
1472,32,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),938,792,842,714
1473,33,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),936,788,828,724
1474,34,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),937,814,837,720
1475,35,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),921,788,833,711
1476,36,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),947,831,826,723
1477,37,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),919,805,827,719
1478,38,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),941,834,823,715
1479,39,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),940,830,829,733
1480,40,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),943,838,831,726
1481,41,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),941,817,842,722
1482,42,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),936,826,831,717
1483,43,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),932,816,832,714
1484,44,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),951,797,829,715
1485,45,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),936,798,827,717
1486,46,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),919,793,827,720
1487,47,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),938,817,836,723
1488,48,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),943,815,843,719
1489,49,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),935,834,837,722
1490,50,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),932,820,832,717
1491,51,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),944,831,836,727
1492,52,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),937,828,842,722
1493,53,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),938,824,847,718
1494,54,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),934,842,833,731
1495,55,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),935,843,846,727
1496,56,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),924,831,833,718
1497,57,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),956,813,836,734
1498,58,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),940,817,844,712
1499,59,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),930,807,845,720
1500,60,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Extreme),930,807,845,720
1501,1,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),967,895,842,721
1502,2,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),981,900,848,712
1503,3,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),942,893,829,721
1504,4,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),929,868,832,726
1505,5,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),939,909,833,714
1506,6,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),950,896,840,731
1507,7,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),945,897,839,715
1508,8,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),950,866,834,732
1509,9,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),975,877,853,722
1510,10,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),955,899,847,728
1511,11,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),949,888,842,731
1512,12,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),955,886,844,727
1513,13,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),967,904,850,716
1514,14,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),946,943,845,732
1515,15,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),940,937,843,722
1516,16,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),975,909,851,734
1517,17,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),962,913,838,730
1518,18,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),938,924,848,727
1519,19,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),951,922,841,729
1520,20,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),943,896,842,735
1521,21,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),959,917,849,730
1522,22,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),947,921,851,734
1523,23,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),950,877,845,742
1524,24,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),965,886,852,732
1525,25,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),971,895,840,731
1526,26,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),956,900,845,716
1527,27,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),952,911,852,735
1528,28,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),970,930,851,733
1529,29,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),965,925,860,731
1530,30,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),967,916,842,728
1531,31,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),954,901,852,729
1532,32,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),943,894,852,732
1533,33,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),974,917,833,724
1534,34,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),947,884,844,719
1535,35,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),955,912,850,726
1536,36,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),971,966,856,719
1537,37,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),973,859,847,736
1538,38,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),966,916,841,738
1539,39,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),957,893,844,724
1540,40,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),960,924,856,732
1541,41,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),967,912,834,735
1542,42,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),968,918,848,729
1543,43,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),954,910,838,727
1544,44,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),958,891,847,733
1545,45,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),963,928,843,723
1546,46,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),970,876,846,727
1547,47,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),942,908,847,738
1548,48,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),957,904,851,734
1549,49,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),964,924,842,725
1550,50,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),964,904,845,729
1551,51,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),946,878,844,727
1552,52,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),978,894,843,728
1553,53,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),952,891,840,734
1554,54,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),969,890,843,723
1555,55,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),963,887,845,729
1556,56,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),955,927,850,734
1557,57,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),955,915,848,732
1558,58,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),967,879,846,718
1559,59,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),965,885,855,731
1560,60,Female,M,80,34,46,48,42,79,Round Shoulder,Poking Chin (Acceptable),955,909,854,718
1561,1,Female,M,80,34,46,48,42,79,Round Shoulder,Neutral Position(Best Position),975,959,853,734
1562,2,Female,M,80,34,46,48,42,79,Round Shoulder,Neutral Position(Best Position),975,993,874,738
1563,3,Female,M,80,34,46,48,42,79,Round Shoulder,Neutral Position(Best Position),956,922,860,726
1564,4,Female,M,80,34,46,48,42,79,Round Shoulder,Neutral Position(Best Position),948,909,861,728
1565,5,Female,M,80,34,46,48,42,79,Round Shoulder,Neutral Position(Best Position),954,917,857,744
1566,6,Female,M,80,34,46,48,42,79,Round Shoulder,Neutral Position(Best Position),969,955,841,722
1567,7,Female,M,80,34,46,48,42,79,Round Shoulder,Neutral Position(Best Position),954,921,849,741
1568,8,Female,M,80,34,46,48,42,79,Round Shoulder,Neutral Position(Best Position),971,941,843,720
1569,9,Female,M,80,34,46,48,42,79,Round Shoulder,Neutral Position(Best Position),945,946,849,720
1570,10,Female,M,80,34,46,48,42,79,Round Shoulder,Neutral Position(Best Position),975,8190,849,740
1571,11,Female,M,80,34,46,48,42,79,Round Shoulder,Neutral Position(Best Position),969,920,847,721
1572,12,Female,M,80,34,46,48,42,79,Round Shoulder,Neutral Position(Best Position),964,930,859,724
1573,13,Female,M,80,34,46,48,42,79,Round Shoulder,Neutral Position(Best Position),959,8190,850,735
1574,14,Female,M,80,34,46,48,42,79,Round Shoulder,Neutral Position(Best Position),967,918,852,736
1575,15,Female,M,80,34,46,48,42,79,Round Shoulder,Neutral Position(Best Position),980,905,857,727
1576,16,Female,M,80,34,46,48,42,79,Round Shoulder,Neutral Position(Best Position),981,923,860,721
1577,17,Female,M,80,34,46,48,42,79,Round Shoulder,Neutral Position(Best Position),956,946,842,739
1578,18,Female,M,80,34,46,48,42,79,Round Shoulder,Neutral Position(Best Position),969,977,848,724
1579,19,Female,M,80,34,46,48,42,79,Round Shoulder,Neutral Position(Best Position),966,939,858,726
1580,20,Female,M,80,34,46,48,42,79,Round Shoulder,Neutral Position(Best Position),980,911,846,715
