,No,Number Per One Dimension,Gender,Size,Width of shoulders,Vertical distance between shoulderes and table surface (shoulder normal),Vertical distance between shoulderes and table surface (round shoulder),Vertical distance between eye level and table surface,Vertical distance between Head posture device and table surface,Vertical distance between Chair and the ground,Horizational Distance (CM),Horizontal distance between eyes and head posture device,Shoulder Posture,Head Posture,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 4-2
1675,1676,56,Male,M,43,35,34,49,48,48,80,80,Round Shoulder,Neck Extension,888,821,863,715,-106
1676,1677,57,Male,M,43,35,34,49,48,48,80,80,Round Shoulder,Neck Extension,884,846,863,726,-120
1677,1678,58,Male,M,43,35,34,49,48,48,80,80,Round Shoulder,Neck Extension,878,812,866,731,-81
1678,1679,59,Male,M,43,35,34,49,48,48,80,80,Round Shoulder,Neck Extension,889,846,870,746,-100
1679,1680,60,Male,M,43,35,34,49,48,48,80,80,Round Shoulder,Neck Extension,878,812,857,724,-88
1680,1681,1,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),876,841,867,725,-116
1681,1682,2,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),888,848,867,727,-121
1682,1683,3,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),877,862,879,726,-136
1683,1684,4,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),882,836,864,731,-105
1684,1685,5,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),882,846,861,730,-116
1685,1686,6,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),883,833,870,724,-109
1686,1687,7,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),897,848,863,732,-116
1687,1688,8,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),893,834,867,720,-114
1688,1689,9,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),890,803,877,733,-70
1689,1690,10,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),887,782,862,724,-58
1690,1691,11,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),881,837,873,723,-114
1691,1692,12,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),879,847,868,724,-123
1692,1693,13,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),892,826,869,728,-98
1693,1694,14,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),888,809,864,720,-89
1694,1695,15,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),882,805,875,732,-73
1695,1696,16,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),881,806,865,735,-71
1696,1697,17,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),890,790,877,728,-62
1697,1698,18,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),872,798,862,725,-73
1698,1699,19,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),881,789,867,718,-71
1699,1700,20,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),878,794,863,726,-68
1700,1701,21,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),887,810,869,720,-90
1701,1702,22,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),878,794,875,711,-83
1702,1703,23,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),886,799,861,730,-69
1703,1704,24,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),876,809,873,726,-83
1704,1705,25,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),888,795,866,730,-65
1705,1706,26,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),889,784,867,724,-60
1706,1707,27,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),888,801,870,727,-74
1707,1708,28,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),886,796,864,722,-74
1708,1709,29,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),881,818,864,721,-97
1709,1710,30,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),879,813,864,728,-85
1710,1711,31,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),878,793,876,724,-69
1711,1712,32,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),893,810,859,718,-92
1712,1713,33,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),883,803,868,724,-79
1713,1714,34,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),877,787,871,720,-67
1714,1715,35,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),882,816,871,722,-94
1715,1716,36,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),880,798,867,727,-71
1716,1717,37,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),887,803,869,727,-76
1717,1718,38,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),884,808,874,726,-82
1718,1719,39,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),880,809,869,719,-90
1719,1720,40,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),888,775,873,720,-55
1720,1721,41,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),889,764,866,735,-29
1721,1722,42,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),878,797,867,734,-63
1722,1723,43,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),886,803,863,720,-83
1723,1724,44,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),888,788,863,730,-58
1724,1725,45,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),882,810,863,718,-92
1725,1726,46,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),887,817,872,720,-97
1726,1727,47,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),884,807,867,731,-76
1727,1728,48,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),891,813,868,711,-102
1728,1729,49,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),886,831,862,721,-110
1729,1730,50,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),883,826,866,724,-102
1730,1731,51,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),888,806,871,729,-77
1731,1732,52,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),877,805,868,728,-77
1732,1733,53,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),879,814,875,724,-90
1733,1734,54,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),871,815,870,735,-80
1734,1735,55,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),882,799,871,723,-76
1735,1736,56,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),884,796,867,711,-85
1736,1737,57,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),884,787,868,710,-77
1737,1738,58,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),886,808,856,724,-84
1738,1739,59,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),882,807,866,721,-86
1739,1740,60,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Extreme),882,809,860,722,-87
1740,1741,1,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),882,780,867,732,-48
1741,1742,2,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),874,883,863,722,-161
1742,1743,3,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),884,856,864,722,-134
1743,1744,4,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),880,824,866,713,-111
1744,1745,5,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),876,858,857,727,-131
1745,1746,6,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),880,839,866,728,-111
1746,1747,7,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),872,843,867,716,-127
1747,1748,8,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),879,845,875,722,-123
1748,1749,9,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),878,811,861,732,-79
1749,1750,10,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),871,841,865,724,-117
1750,1751,11,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),877,848,866,724,-124
1751,1752,12,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),877,841,866,717,-124
1752,1753,13,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),888,830,868,722,-108
1753,1754,14,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),881,846,858,722,-124
1754,1755,15,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),886,836,859,727,-109
1755,1756,16,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),875,850,855,726,-124
1756,1757,17,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),879,816,870,728,-88
1757,1758,18,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),881,832,870,728,-104
1758,1759,19,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),874,837,866,710,-127
1759,1760,20,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),872,829,863,708,-121
1760,1761,21,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),873,845,865,723,-122
1761,1762,22,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),885,838,864,720,-118
1762,1763,23,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),880,829,867,723,-106
1763,1764,24,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),879,824,864,719,-105
1764,1765,25,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),877,810,860,711,-99
1765,1766,26,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),882,860,864,722,-138
1766,1767,27,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),879,840,867,729,-111
1767,1768,28,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),873,822,875,710,-112
1768,1769,29,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),881,821,869,709,-112
1769,1770,30,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),887,824,861,728,-96
1770,1771,31,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),877,845,867,725,-120
1771,1772,32,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),879,818,868,732,-86
1772,1773,33,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),869,830,864,724,-106
1773,1774,34,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),883,843,864,717,-126
1774,1775,35,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),881,835,871,724,-111
1775,1776,36,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),879,849,869,733,-116
1776,1777,37,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),893,840,862,733,-107
1777,1778,38,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),880,837,861,712,-125
1778,1779,39,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),876,836,874,721,-115
1779,1780,40,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),876,830,867,721,-109
1780,1781,41,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),878,825,865,723,-102
1781,1782,42,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),873,837,868,710,-127
1782,1783,43,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),884,842,870,724,-118
1783,1784,44,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),881,830,861,723,-107
1784,1785,45,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),878,841,858,717,-124
1785,1786,46,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),885,836,868,722,-114
1786,1787,47,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),875,834,862,722,-112
1787,1788,48,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),888,830,873,725,-105
1788,1789,49,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),890,854,868,720,-134
1789,1790,50,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),877,843,872,721,-122
1790,1791,51,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),887,823,865,719,-104
1791,1792,52,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),881,817,867,730,-87
1792,1793,53,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),882,831,861,716,-115
1793,1794,54,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),884,839,860,729,-110
1794,1795,55,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),883,801,862,714,-87
1795,1796,56,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),880,827,872,724,-103
1796,1797,57,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),878,813,867,728,-85
1797,1798,58,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),887,827,866,726,-101
1798,1799,59,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),874,845,860,716,-129
1799,1800,60,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Poking Chin (Acceptable),884,844,864,726,-118
1800,1801,1,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),880,877,875,727,-150
1801,1802,2,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),887,896,874,724,-172
1803,1804,4,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),895,884,877,726,-158
1804,1805,5,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),887,893,866,733,-160
1805,1806,6,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),895,893,867,729,-164
1806,1807,7,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),891,870,873,723,-147
1807,1808,8,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),886,877,868,731,-146
1808,1809,9,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),891,871,872,730,-141
1810,1811,11,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),887,897,873,728,-169
1811,1812,12,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),890,863,865,734,-129
1812,1813,13,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),890,873,865,732,-141
1813,1814,14,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),895,882,880,733,-149
1814,1815,15,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),887,866,879,718,-148
1815,1816,16,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),887,852,863,726,-126
1816,1817,17,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),887,890,870,727,-163
1817,1818,18,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),886,868,864,734,-134
1818,1819,19,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),894,882,860,733,-149
1819,1820,20,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),886,879,869,742,-137
1820,1821,21,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),881,875,871,727,-148
1821,1822,22,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),889,884,877,737,-147
1822,1823,23,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),896,877,869,737,-140
1823,1824,24,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),878,882,867,731,-151
1824,1825,25,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),880,864,863,735,-129
1825,1826,26,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),878,880,859,728,-152
1826,1827,27,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),892,845,873,727,-118
1827,1828,28,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),887,874,872,735,-139
1828,1829,29,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),891,890,864,727,-163
1829,1830,30,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),887,863,871,729,-134
1830,1831,31,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),882,858,858,726,-132
1831,1832,32,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),896,884,860,721,-163
1832,1833,33,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),881,863,885,727,-136
1833,1834,34,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),892,875,866,733,-142
1834,1835,35,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),891,874,868,734,-140
1835,1836,36,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),894,831,868,730,-101
1836,1837,37,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),878,875,866,741,-134
1837,1838,38,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),882,861,870,712,-149
1838,1839,39,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),888,864,865,736,-128
1839,1840,40,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),887,871,862,730,-141
1840,1841,41,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),881,876,865,729,-147
1841,1842,42,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),880,890,860,728,-162
1842,1843,43,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),893,892,868,721,-171
1843,1844,44,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),889,878,868,728,-150
1845,1846,46,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),878,885,872,727,-158
1846,1847,47,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),892,890,871,722,-168
1847,1848,48,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),885,858,859,724,-134
1848,1849,49,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),890,878,868,725,-153
1849,1850,50,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),893,882,875,720,-162
1850,1851,51,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),886,867,874,720,-147
1851,1852,52,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),878,865,866,727,-138
1852,1853,53,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),881,883,870,717,-166
1853,1854,54,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),881,875,870,728,-147
1854,1855,55,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),885,878,870,734,-144
1855,1856,56,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),871,851,868,730,-121
1856,1857,57,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),883,874,869,725,-149
1857,1858,58,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),888,837,870,718,-119
1858,1859,59,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),893,882,867,720,-162
1859,1860,60,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neutral Position(Best Position),883,888,871,727,-161
1875,1876,16,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neck Extension,898,899,879,732,-167
1878,1879,19,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neck Extension,883,891,876,733,-158
1879,1880,20,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neck Extension,899,898,873,740,-158
1884,1885,25,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neck Extension,894,886,872,732,-154
1895,1896,36,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neck Extension,895,882,870,731,-151
1897,1898,38,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neck Extension,892,897,868,743,-154
1898,1899,39,Male,M,43,35,34,49,48,48,80,80,Acceptable Round Shoulder,Neck Extension,890,889,883,738,-151
